group,distribution,library,p50_ns,p90_ns,p95_ns,p99_ns,p99.9_ns,mean_ns,std_dev_ns,ci_lower_ns,ci_upper_ns,iqr_ns,cv,min_ns,max_ns
encode,medium_64k_4G,vu128,21081.6,21368.2,21566.3,21933.2,22507.0,21116.5,250.7,21082.7,21152.1,256.2,0.0119,20526.4,22625.0
encode,medium_64k_4G,vu64,21745.3,22046.1,22117.7,22428.0,22580.2,21748.8,243.0,21715.1,21782.6,270.4,0.0112,20927.1,22596.6
encode,large_above_4G,bijou64,9244.9,9334.4,9392.7,9499.0,9572.4,9237.2,105.3,9222.3,9251.5,92.4,0.0114,8747.8,9587.5
encode,large_above_4G,leb128,30481.6,31114.8,31271.6,31572.7,32215.7,30547.9,397.7,30493.8,30604.0,386.2,0.0130,29564.2,32270.9
encode,large_above_4G,varu64,27187.9,27480.3,27608.1,28284.8,30186.0,27200.4,384.7,27150.3,27256.4,327.1,0.0141,25866.2,30657.3
encode,large_above_4G,vu128,11294.9,11399.0,11435.1,11981.6,12339.9,11300.5,143.0,11282.1,11321.4,100.8,0.0127,11007.5,12392.9
encode,large_above_4G,vu64,10482.0,10664.0,10711.3,10929.9,11253.2,10476.7,173.3,10452.8,10500.6,182.7,0.0165,9988.2,11319.1
encode,boundary,bijou64,8032.6,8124.7,8156.7,8233.3,8297.4,8043.2,70.7,8033.5,8053.1,82.6,0.0088,7814.7,8304.2
encode,boundary,leb128,10761.4,10862.2,10907.6,11051.8,11118.1,10760.1,98.3,10746.5,10773.8,119.2,0.0091,10435.2,11134.5
encode,boundary,varu64,28625.3,29502.0,29835.3,33659.1,58704.8,29067.7,2633.7,28797.2,29498.8,674.6,0.0906,27862.1,63154.6
encode,boundary,vu128,17825.1,18038.4,18074.3,18208.0,18880.8,17822.2,191.6,17796.0,17849.2,204.6,0.0108,17205.9,19023.9
encode,boundary,vu64,17846.3,18005.1,18106.0,18362.9,18855.1,17865.2,151.9,17845.2,17887.2,128.7,0.0085,17511.6,18909.3
encode,uniform_random,bijou64,9067.7,9152.3,9198.4,9375.8,9661.0,9060.4,108.2,9045.7,9075.8,99.4,0.0119,8738.1,9730.8
encode,uniform_random,leb128,32503.3,33044.8,33093.3,33162.7,33196.0,32302.3,774.5,32192.3,32407.0,927.9,0.0240,29895.0,33198.7
encode,uniform_random,varu64,29039.1,29450.6,29520.5,29619.4,29843.4,28811.8,697.4,28713.4,28907.0,833.6,0.0242,26540.4,29849.7
